  frez       Ax       Bx       By       Cy       Cx      Dx        Dy       Ay
3150.253    2.237    2.258   -2.267   -2.257   -2.299   -2.329    2.244    2.207 
3317.761   -2.367   -2.426    1.743    2.237   -3.290   -2.858    1.276    1.209 
3323.458    1.896    2.203    3.098    2.953    1.266    1.393    2.407    2.382 
3354.161    2.249    2.543    1.424    1.666   -2.327   -1.672   -2.928   -2.943 
3409.572    0.862   -0.767   -3.392    2.923   -2.801    3.540   -0.010    0.252 
3418.287    3.450   -3.027   -1.619    2.040    2.556   -2.666    0.447   -0.585 
3423.723    2.790   -2.765    2.627   -2.580   -1.971    1.932    1.675   -1.654 
3427.745    1.489   -1.425    0.952   -0.834   -0.412    0.284   -4.233    4.267 
3147.701   -2.226   -2.182    2.251    2.335    2.291    2.217   -2.264   -2.316 
3316.816    1.145    1.179    2.802    2.905    1.375    1.338    3.069    3.087 
3326.126    3.089    2.981   -1.261   -1.222    2.920    2.921   -1.212   -1.353 
3355.815    2.294    2.353    2.524    2.288   -2.147   -2.467   -2.153   -2.014 
3413.006   -0.318    0.342    1.762   -1.598   -1.905    1.787    3.818   -3.824 
3416.468   -1.603    1.535    3.750   -3.828   -0.261    0.551   -1.957    2.034 
3423.318    0.274   -0.433    1.251   -1.438    4.181   -4.077    1.535   -1.339 
3425.163   -4.249    4.325   -1.471    1.351    0.622   -0.638    0.547   -0.562 
3148.053    2.221    2.273   -2.341   -2.326   -2.216   -2.208    2.255    2.244 
3317.998   -1.236   -1.122    2.912    2.894   -1.071   -1.102    3.022    3.243 
3325.906    3.227    3.150    1.238    1.387    2.888    2.798    1.020    0.926 
3356.535    2.251    1.811    2.195    2.326   -2.652   -2.517   -1.966   -2.450 
3414.226   -1.793    1.937   -3.460    3.532   -0.423    0.274   -2.401    2.120 
3416.649   -1.808    2.268    3.044   -2.819    0.049   -0.215   -3.052    2.648 
3423.611    3.511   -3.506   -0.286    0.201    1.170   -1.193   -2.706    2.702 
3426.187    1.018   -1.023    0.278   -0.317   -4.352    4.494   -0.571    0.689 
3150.783   -2.216   -2.251    2.282    2.260    2.244    2.276   -2.301   -2.273 
3320.061    1.840    1.624   -2.648   -2.665    1.361    1.335   -2.895   -3.090 
3326.314    2.753    2.693    1.388    1.426    2.895    3.024    1.761    1.567 
3356.352   -2.556   -2.068   -2.468   -2.670    2.244    2.279    1.769    2.101 
3414.791    1.724   -2.221    0.326   -0.510   -0.414    0.440    4.237   -3.919 
3420.240   -0.699    0.611   -3.144    3.036   -3.332    3.295    0.258   -0.312 
3424.280    1.625   -1.820   -3.341    3.217    2.791   -2.607   -0.125    0.327 
3426.642    3.650   -3.757    0.707   -0.808   -1.593    1.638   -1.955    2.134 
3148.577   -2.166   -2.168    2.200    2.277    2.330    2.341   -2.337   -2.262 
3323.036   -1.020   -0.933    2.960    3.104   -0.474   -0.802    3.259    3.161 
3325.561    3.118    3.065    0.550    0.744    3.196    3.137    0.920    0.991 
3361.104    2.469    2.290    2.453    2.520   -2.176   -2.235   -1.948   -2.169 
3416.580   -0.868    0.977    0.426   -0.136   -2.862    2.667   -3.457    3.577 
3419.956    0.293   -0.322    1.433   -1.257   -3.349    3.492    2.826   -2.618 
3424.909   -1.225    1.364    4.276   -4.131    1.334   -1.226   -0.347    0.308 
3428.702   -4.253    4.350   -1.250    1.209   -0.048    0.027    0.979   -1.126 
3155.199   -2.254   -2.270    2.274    2.276    2.258    2.264   -2.271   -2.263 
3328.779   -1.455   -1.462    2.876    2.902   -1.478   -1.473    2.885    2.884 
3330.247    2.890    2.910    1.468    1.488    2.885    2.866    1.459    1.456 
3364.209    2.301    2.271    2.235    2.309   -2.340   -2.275   -2.278   -2.322 
3426.201    0.284   -0.249    3.928   -3.866    2.063   -2.103    1.220   -1.246 
3426.412    2.910   -2.936   -0.895    0.849   -0.709    0.755    3.378   -3.340 
3427.826   -2.497    2.480    1.288   -1.289   -3.153    3.174    1.818   -1.803 
3430.555    2.529   -2.501    1.876   -1.872   -2.495    2.505   -2.235    2.258 
3152.470    2.231    2.250   -2.238   -2.233   -2.289   -2.307    2.293    2.273 
3322.474    2.165    2.182    1.472    1.477    2.725    3.166    2.501    2.056 
3326.001    1.991    2.004   -2.565   -2.600    1.886    1.815   -2.662   -2.572 
3358.284    2.685    2.654    2.599    2.704   -1.590   -2.026   -2.077   -1.616 
3414.818    0.241   -0.125   -0.279    0.369   -3.825    3.191    2.555   -3.213 
3422.541   -1.433    1.406   -1.219    1.182   -2.617    2.676   -3.211    3.301 
3426.620   -3.521    3.560    2.929   -2.844   -0.081   -0.022    0.457   -0.545 
3428.762   -2.577    2.535   -3.371    3.335    1.277   -1.246    1.311   -1.332 
3145.665    2.269    2.350   -2.375   -2.361   -2.241   -2.154    2.143    2.164 
3320.939    2.510    2.518    2.397    2.596    2.089    1.878    2.085    2.089 
3321.318    2.241    2.370   -2.230   -1.911    2.284    2.252   -2.383   -2.553 
3358.128   -2.027   -1.832   -2.233   -2.033    2.614    2.635    2.311    2.482 
3411.681   -2.678    2.504   -3.550    3.763    0.297   -0.691   -0.777    0.671 
3414.972   -3.607    3.726    2.663   -2.557   -0.602    0.722   -0.557    0.489 
3423.633   -0.472    0.394   -0.680    0.832   -3.120    3.151    3.312   -3.164 
3427.153   -0.852    0.690    0.321   -0.427    3.200   -3.301    3.185   -3.073 
3142.886    2.216    2.214   -2.097   -2.099   -2.210   -2.353    2.479    2.359 
3307.681   -3.138   -2.430    1.763    1.758   -1.147   -1.467    2.596    3.024 
3321.283    2.182    2.182    1.919    1.919    2.688    2.777    2.186    2.269 
3352.452   -2.117   -1.316   -3.105   -3.092    2.341    2.638    0.677    1.854 
3397.092    1.257   -2.258   -0.273   -0.375    1.142   -0.377    4.448   -3.660 
3415.188   -3.877    4.326    0.493   -0.492    1.154   -1.043    1.374   -1.842 
3417.879    0.816   -0.698    0.176   -0.296    4.493   -4.231   -1.249    1.054 
3429.214    0.360   -0.407    4.567   -4.564   -0.365    0.341   -0.135    0.186 
3142.262   -2.315   -2.336    2.302    2.184    2.128    2.236   -2.271   -2.269 
3311.937    2.096    2.102   -2.411   -2.364    2.182    2.179   -2.408   -2.441 
3315.664    2.670    2.986    2.963    2.344    1.805    1.873    1.367    1.602 
3349.684   -1.533   -1.763   -1.691   -1.631    3.026    2.557    2.393    3.043 
3403.848   -4.049    3.635    2.139   -2.585    0.521   -0.687   -0.185    0.078 
3407.950   -2.172    2.229   -3.111    3.241   -1.823    1.939   -1.512    1.582 
3415.947   -1.068    1.054   -1.643    1.747    1.066   -0.555    4.243   -3.803 
3423.779    0.112   -0.378    1.281   -1.713   -3.920    4.181    1.707   -1.292 
