  frez       Ax       Bx       By       Cy       Cx      Dx        Dy       Ay
3844.405   -2.160   -2.100    2.323    2.404    2.226    2.161   -2.299   -2.342 
4045.451    0.809    0.862    3.181    3.153    0.688    0.608    3.092    3.070 
4070.691    3.056    3.092   -0.854   -0.838    3.201    3.225   -0.673   -0.609 
4100.796    2.265    2.655    2.331    1.747   -2.143   -2.399   -2.483   -2.104 
4162.265    0.932   -0.644   -4.143    4.350    0.496   -0.787   -1.372    1.189 
4168.420   -0.122   -0.260    1.267   -1.478    0.653   -0.367   -4.179    4.445 
4188.127    0.166   -0.259    0.395   -0.612    4.549   -4.443    0.748   -0.652 
4193.019    4.603   -4.418    0.836   -0.603   -0.373    0.280    0.161   -0.349 
3843.518    2.411    2.450   -2.089   -2.067   -2.098   -2.132    2.379    2.360 
4042.075   -3.545   -3.369    0.265    0.454   -1.843   -1.883    2.000    2.440 
4056.395    0.893    1.532    3.157    2.763    1.644    1.644    2.669    2.870 
4098.995    0.900    1.082    2.928    2.526   -3.222   -3.147   -1.214   -1.729 
4146.464   -4.102    4.143    0.214   -0.714   -0.121    0.006   -2.114    1.483 
4163.935   -2.002    1.534    0.250   -0.637    0.137    0.107    4.310   -4.016 
4188.950   -0.280    0.459   -2.857    3.100   -3.464    3.458    0.202   -0.164 
4194.112   -0.378    0.629   -3.233    3.600    2.993   -3.032    0.115   -0.188 
3828.687    2.222    2.053   -2.023   -2.193   -2.293   -2.252    2.401    2.476 
4029.620    0.808    0.979    2.350    2.467    1.995    2.003    3.079    3.193 
4046.101   -3.802   -3.160    0.757    0.887   -2.033   -2.298    1.562    1.885 
4084.100    1.587    1.825    3.400    2.754   -2.029   -3.045   -1.251   -1.157 
4135.996    0.073   -0.243    0.324   -0.053   -0.794    0.493    4.575   -4.356 
4155.394   -2.623    2.803    2.361   -2.323   -2.767    2.764   -0.481    0.315 
4165.510   -2.945    3.090    0.026   -0.938    3.646   -2.914    0.614   -0.551 
4182.555   -1.717    2.350   -3.751    3.994   -1.519    1.040   -0.117   -0.213 
3826.840    2.277    2.212   -2.229   -2.066   -1.988   -2.261    2.439    2.424 
4031.758   -1.093   -1.079    3.371    3.025   -1.082   -1.297    2.758    2.758 
4046.859    3.355    3.424    2.035    1.265    2.266    2.565    0.032    0.856 
4086.711    1.444    1.814    1.634    1.672   -3.133   -2.633   -1.810   -3.228 
4144.531    0.952   -0.944   -1.939    2.322   -2.292    1.367   -3.587    3.186 
4155.235   -3.302    2.905    2.210   -2.607   -0.627   -0.215   -2.407    2.028 
4160.110    3.090   -3.227    2.796   -2.937    0.371   -1.195   -1.607    0.930 
4185.738    0.168   -0.533    1.132   -1.650   -3.973    4.218    1.748   -1.030 
3828.969    2.364    2.128   -1.964   -2.059   -2.339   -2.407    2.286    2.361 
4032.174    2.988    2.588    0.313    0.014    3.464    3.369    0.649    1.206 
4053.563   -0.316   -0.531    3.206    3.781   -0.654   -0.484    2.882    2.736 
4089.509    2.509    2.904    1.899    2.209   -1.939   -1.291   -2.842   -2.155 
4143.126    0.066   -0.407   -0.906    0.336   -4.294    4.610   -0.214    0.518 
4155.021    3.026   -3.623   -0.873    0.780    0.394   -0.684   -3.059    2.775 
4173.430    2.887   -2.280   -1.604    1.589    0.103   -0.017    3.081   -3.693 
4183.805    1.663   -1.733    4.451   -3.838   -0.764    0.372    0.588   -0.753 
3827.618    2.423    2.213   -2.218   -2.290   -2.021   -1.953    2.277    2.500 
4028.624    1.268    1.010    3.240    3.208    1.062    1.032    2.566    2.956 
4055.115    3.479    3.429   -0.333   -0.444    2.316    2.241   -1.965   -1.736 
4090.654   -1.053   -1.610   -2.469   -1.894    3.103    3.370    2.033    1.724 
4142.550    2.039   -2.400   -1.474    1.401    0.365   -0.569   -3.860    3.420 
4153.530    1.276   -0.775   -3.649    4.058   -0.233   -0.253    2.028   -2.263 
4163.556    3.821   -3.827    1.991   -1.807   -0.376    0.159    1.414   -1.710 
4191.997   -0.033   -0.039    0.180   -0.355    4.617   -4.492    0.575   -0.373 
3844.105    2.292    2.362   -2.197   -2.130   -2.334   -2.424    2.165    2.106 
4037.787    2.687    2.725   -0.245   -0.262    3.121    3.906    1.053    0.407 
4061.903   -0.911   -0.902    2.546    2.546   -0.407    0.476    3.988    3.258 
4092.576    2.803    2.487    2.951    3.222   -1.117   -1.753   -1.663   -1.135 
4151.689   -0.105    0.001    0.601   -0.507    4.842   -3.797   -0.415    1.640 
4165.953   -4.351    4.453   -0.369    0.595   -0.230    0.266   -1.049    1.064 
4185.276    1.133   -1.213   -1.211    1.078   -0.648    1.165   -3.797    4.517 
4190.430   -0.071    0.278    4.448   -4.307   -0.883    0.734   -1.093    1.071 
3842.366   -2.276   -2.295    2.080    2.054    2.194    2.342   -2.445   -2.308 
4046.346   -3.337   -2.988    1.292    1.267   -1.934   -2.251    2.120    2.148 
4063.065    1.334    1.430    2.360    2.341    2.295    2.263    2.815    2.908 
4101.852    2.142    1.505    3.010    3.108   -2.391   -2.444   -1.052   -1.817 
4158.465    2.252   -2.803   -0.073   -0.426    1.374   -0.766    3.785   -3.399 
4171.035    3.641   -3.874   -0.198    0.169   -1.254    1.101   -2.130    2.456 
4178.436    0.514   -0.308    0.542   -0.491    4.277   -4.213   -1.708    1.425 
4197.120    0.037    0.021    4.583   -4.534   -0.626    0.520   -0.055    0.045 
3839.913    2.452    2.357   -2.156   -2.240   -2.130   -2.047    2.249    2.351 
4038.530    2.613    3.114    2.876    2.351    1.980    1.929    1.252    1.234 
4052.541    2.495    2.235   -1.756   -1.848    1.057    0.987   -3.114   -3.441 
4093.121   -0.343   -1.294   -2.787   -1.814    3.223    3.530    1.797    1.616 
4146.494    4.468   -3.954   -0.931    2.101   -0.100   -0.567   -0.022   -0.128 
4162.582    0.107   -0.245    0.613   -0.460   -1.038    0.775    4.532   -4.320 
4176.356   -1.364    1.826   -4.000    4.359    0.379   -0.720    0.609   -0.748 
4192.121   -0.068   -0.125    0.549   -0.843    4.544   -4.364    0.969   -0.683 
3827.647    2.456    2.273   -1.934   -2.008   -2.136   -2.255    2.411    2.413 
4037.646    3.365    3.137    0.972    0.958    2.807    3.135   -0.044    0.594 
4051.628   -1.103   -1.327    2.621    2.691    0.379   -0.021    3.669    3.266 
