  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
  5.   5.   1.   2.   2.    3.   1.   1.   0.   3.   3.   9.   0.   3.   3.   0. 
  1.   1.   0.   0.   1.    2.   0.   1.   3.   2.   0.   3.   3.   0.   5.   3. 
  1.   1.   4.   4.   0.    0.   3.   3.   0.   3.   2.   2.   0.   2.   2.   0. 
  2.   2.   0.   0.   2.    2.   0.   0.   4.   7.   0.   4.   4.   0.   4.   4. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
  2.   2.   0.   0.   3.    3.   1.   1.   0.   6.   0.   0.   2.   0.   0.   0. 
