  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
  2.   2.   1.   1.   0.    0.   3.   3.   8.   7.   0.  11.   8.   0.   2.   8. 
 18.  18.   4.   4.   4.    4.  10.  10.  16.   0.  18.   6.   6.   0.   0.   6. 
  3.   4.   2.   2.   3.    3.   8.   9.  14.   0.   0.   0.   0.   0.   0.  11. 
  8.   8.   6.   6.  14.   14.   0.   0.   8.   0.   0.  16.   8.   1.  20.   8. 
  3.   3.   3.   4.   5.    5.   0.   0.   0.   4.   4.  17.   0.   6.   4.   0. 
  0.   1.   0.   0.   0.    1.   0.   0.   2.   2.  17.   2.   6.   0.   0.  16. 
 12.  13.   4.   4.   4.    4.   4.   4.   9.  16.  16.  13.   0.  16.  16.   0. 
  9.  10.   0.   0.   7.    8.   2.   2.   0.  18.   4.  12.   0.   4.  14.   0. 
 15.  15.   0.   0.   9.    9.   6.   6.   2.   7.   0.   6.   2.   0.   1.   2. 
  7.   7.   0.   0.   3.    3.   4.   4.   0.  14.  20.   0.   0.   9.   9.   4. 
 16.  17.  17.  18.  11.   11.   0.   0.   4.   0.   7.   4.  16.   0.   0.   4. 
  0.   0.   6.   6.   0.    0.   6.   6.  17.  18.   0.  18.  31.   0.  11.  17. 
 17.  17.   0.   0.  17.   17.   0.   0.   2.   0.   1.   0.   0.  17.   0.   0. 
  3.   3.   4.   4.   5.    5.  12.  12.   2.  21.   0.   2.   2.   0.   0.   7. 
  0.   0.   5.   5.   4.    4.   1.   1.   0.   7.   7.   8.  21.   7.  37.   0. 
  0.   0.   1.   1.   5.    5.   6.   6.   8.   5.   5.   0.   0.  28.   5.  24. 
  4.   4.   0.   0.   7.    7.   3.   3.  20.   0.   0.   8.   8.   6.  26.   8. 
  0.   1.   2.   2.   0.    0.   2.   3.   4.   2.  11.   4.   4.   0.   0.   6. 
  4.   5.   8.   9.  11.   11.   0.   0.   2.   0.   0.   4.   4.   0.   0.   2. 
  0.   0.   9.   9.   0.    0.   9.   9.  22.  12.  12.  24.   0.  12.  26.   0. 
 11.  11.   8.   8.  20.   20.   1.   1.   2.   0.   0.   2.  12.   0.  11.   2. 
  0.   0.  13.  13.  11.   12.   1.   2.   0.   6.   6.   1.   1.   6.  18.   0. 
  3.   3.   4.   4.  10.   11.   3.   3.   0.   2.   2.   0.   0.  16.   8.   0. 
 11.  11.   7.   7.  18.   18.   0.   0.   1.   0.   0.  12.  18.   0.  22.   1. 
 14.  14.  14.  14.   0.    0.   0.   0.   6.  13.   7.   6.  17.   0.   0.   6. 
  3.   4.   5.   6.   0.    0.   9.   9.   5.   2.  16.   0.   0.   2.   2.   3. 
 14.  14.   5.   5.   4.    4.   5.   5.  11.   7.   7.  11.  11.   0.   0.  11. 
  3.   4.   3.   3.  15.   15.  21.  22.   0.  14.   0.   0.   0.   0.   8.   0. 
 16.  17.   7.   8.   4.    5.   4.   5.   2.   5.   0.   6.   2.   0.   0.   2. 
  0.   0.  14.  15.   8.    8.   6.   7.   0.   8.  21.   0.   0.  14.   8.  11. 
  5.   5.   0.   0.   7.    7.   2.   2.   8.   0.   0.   6.   6.   8.   0.  25. 
  2.   2.  11.  11.   3.    3.  16.  16.   4.   8.   8.   0.   0.   8.   8.  13. 
  7.   7.   2.   2.   0.    0.   9.   9.  23.  12.  12.  16.   0.  12.  14.   0. 
  4.   5.   0.   0.   5.    5.   0.   1.   4.   0.   0.   4.   6.   0.  10.   4. 
 13.  14.  13.  14.   0.    0.  14.  14.   2.  22.   0.   6.   2.   0.   0.   2. 
  5.   6.   0.   0.   6.    7.   1.   1.  10.   0.   0.   4.   4.   0.   7.   4. 
  0.   0.   0.   1.   0.    1.   0.   0.  10.   0.   0.  14.  10.  13.  27.  10. 
  0.   0.   7.   7.   9.    9.   5.   5.  10.   0.   0.  10.  10.   3.   0.  10. 
 11.  11.   5.   5.   0.    0.  16.  16.  12.  27.  18.  12.  12.   0.   0.  12. 
  2.   2.   0.   0.   2.    2.   0.   0.  16.  14.   7.  16.  19.   0.   0.  16. 
  0.   0.   9.   9.   6.    6.   3.   3.  11.   0.  16.  11.  11.  23.   0.  17. 
  2.   2.   5.   5.   7.    7.   0.   0.   3.   0.   0.  11.   3.   4.  28.   3. 
  7.   8.   3.   3.   0.    0.   5.   5.  16.   0.   3.   4.   4.   0.   0.   4. 
