  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
  7.   7.   0.   0.   8.    9.   1.   2.  10.   4.   4.   0.   0.  20.   4.  11. 
  4.   4.   1.   1.   5.    5.   0.   0.   7.   0.  18.   7.   7.   5.   0.  13. 
 14.  15.   6.   7.   6.    6.   2.   2.  12.   0.  10.   6.   6.   0.   0.   6. 
  0.   0.   7.   7.   0.    0.   7.   7.  10.   0.   7.   1.   1.  12.   0.   5. 
  1.   1.   0.   0.   1.    1.   0.   0.  12.  14.   0.  17.  22.   0.   8.  12. 
 11.  11.   7.   7.  28.   29.  10.  10.   0.   4.   4.   0.   5.   4.   8.   0. 
  4.   4.  11.  11.   0.    0.  15.  15.   1.   9.  14.   1.   1.   0.   0.   8. 
  4.   4.   0.   0.   4.    4.   0.   0.   0.  21.  16.   0.  20.   4.   4.   2. 
  3.   3.  12.  13.  10.   11.   0.   0.   0.   4.   4.  15.   8.   4.   4.   0. 
  0.   0.  11.  12.   0.    0.  11.  12.   0.  22.  12.   8.  10.  12.  16.   0. 
 11.  11.  18.  19.  12.   12.   0.   0.   0.   8.   8.  11.   2.   8.   8.   0. 
  0.   0.   6.   6.   5.    5.   1.   1.   0.   3.   3.  20.   0.   3.  14.   0. 
 12.  12.   3.   3.  18.   19.   3.   4.   0.   6.   6.   0.   0.   8.   6.  15. 
 17.  18.   0.   0.   9.    9.   8.   9.   8.   0.   0.   5.   5.   0.   0.  21. 
  1.   2.   2.   3.   4.    4.   0.   0.   0.  13.  13.  15.  16.  13.  22.   0. 
  6.   6.   0.   0.   6.    6.   0.   0.  22.   0.   0.  17.   6.  16.   5.   6. 
 13.  14.   9.   9.   4.    5.   0.   0.  15.   6.   6.   7.   0.   6.   6.   0. 
  0.   0.  13.  14.  13.   14.   0.   0.   0.  15.  15.   9.   7.  15.  19.   0. 
  0.   0.   2.   2.   0.    0.   2.   2.   0.   8.   2.   2.  12.   2.  13.   0. 
  4.   5.   0.   0.   4.    5.   0.   0.   4.  25.   0.  16.  22.   0.  20.   4. 
  8.   9.   7.   8.   1.    1.   0.   0.  20.   0.   5.  12.  12.  14.   0.  12. 
 11.  12.   6.   7.   5.    5.   0.   0.  10.   0.   3.   1.   1.   3.   0.   1. 
  7.   7.   1.   1.   8.    8.   0.   0.   0.   1.   2.   0.   9.   1.   1.  14. 
  6.   6.   0.   0.  10.   10.   4.   4.  15.   0.   0.   5.   5.  14.   3.   5. 
  1.   2.  10.  11.   0.    0.   9.   9.  12.   0.   9.   6.   6.  15.   0.   6. 
  3.   4.  17.  17.   5.    6.   8.   8.   6.   0.   8.   6.   6.   8.   0.   6. 
  0.   0.   1.   1.   1.    2.   2.   3.  14.   0.   0.  10.  10.  15.  27.  10. 
  0.   0.   3.   3.   3.    3.   2.   2.   0.  10.  10.   0.  30.  10.  14.   0. 
 15.  16.   5.   5.  10.   10.   0.   0.  13.  10.   1.  13.  13.   0.   0.  13. 
  1.   1.   2.   2.   1.    1.   0.   0.   0.   6.   8.   0.  32.   6.   6.   0. 
  6.   6.   0.   0.   6.    6.   0.   0.  13.   0.   0.  15.  12.   4.  13.  12. 
  0.   0.   8.   9.   1.    2.  10.  10.   6.  18.   0.   6.  14.   0.   7.   6. 
  0.   0.   3.   3.   0.    1.   3.   4.   0.  24.   6.   0.   2.   6.   6.  10. 
 14.  14.   0.   0.  17.   17.  27.  28.   2.   8.   8.   0.   0.   8.   8.  15. 
  0.   0.   6.   6.   0.    0.   6.   6.   0.  16.   9.   0.  16.   8.   8.  18. 
  4.   4.  13.  14.   0.    0.   9.  10.   0.  26.   8.   5.   6.   8.   8.   0. 
 16.  16.   0.   0.   2.    3.  13.  14.   3.   3.   0.  36.   3.   0.  10.   3. 
  0.   0.   1.   1.   3.    3.   4.   4.   8.   0.   0.   3.   3.  28.   0.   6. 
  0.   0.   8.   8.  20.   21.  17.  17.   0.  13.  13.   0.   4.  13.  13.  13. 
 12.  13.   6.   6.   6.    7.   0.   0.   0.  11.   2.   1.  14.   2.   2.   0. 
 11.  11.   0.   0.   7.    7.   4.   4.   0.  21.  11.   2.   0.  11.  15.   0. 
  9.   9.   0.   0.  21.   21.  12.  12.   0.  13.   8.   0.  36.   8.   8.   6. 
  5.   5.   0.   0.   9.    9.   4.   4.   6.   0.   0.   2.   2.  18.  24.   2. 
  3.   4.   4.   4.   1.    2.   9.   9.  12.   0.   0.   0.   0.   0.   0.   0. 
  7.   7.   1.   1.   6.    6.   0.   0.   0.  14.   3.   7.   6.   3.   3.   0. 
  5.   5.  20.  20.  13.   13.   2.   2.   0.   9.   9.  21.   0.  13.   9.   0. 
 19.  20.  17.  17.   2.    3.   0.   0.   0.   4.  15.   0.  11.   4.   4.   0. 
  1.   1.   4.   4.   0.    0.   3.   3.   0.  12.  19.   0.  10.  11.  11.   0. 
  0.   0.   2.   2.   0.    0.   2.   2.   0.  17.   2.   4.  10.   2.  11.   0. 
  3.   4.   5.   5.   1.    1.   0.   1.   0.   7.   7.   6.   0.  18.   7.   0. 
  0.   0.  24.  24.  18.   18.   6.   6.   0.   2.  17.   0.   8.   2.   2.   0. 
  3.   3.   0.   0.   3.    3.   0.   0.  22.  12.   0.  25.  23.   0.   4.  22. 
  5.   5.   0.   0.   0.    0.   5.   5.  21.   3.  18.   0.   0.   3.   3.  12. 
  0.   0.  12.  12.   0.    0.  12.  12.   2.   7.  20.   2.   2.   0.   0.   3. 
  5.   5.   5.   6.   2.    3.   0.   0.   0.  10.  12.   0.   4.  10.  10.   0. 
  2.   2.  13.  14.   0.    0.  11.  12.   7.  26.   0.  13.  11.   0.   0.   7. 
 12.  12.  10.  10.   0.    0.  10.  10.  15.   2.  14.   0.   0.   2.   2.   0. 
  3.   3.   6.   7.   1.    1.   3.   3.   0.   0.   4.   0.  23.   0.   0.   0. 
  7.   7.   0.   0.  15.   15.   8.   8.  24.   4.   4.   0.   0.   7.   7.   0. 
 30.  31.   4.   4.  11.   11.  15.  15.   0.   2.   6.   0.   0.   2.   2.   0. 
 10.  10.   7.   8.   1.    1.   1.   2.  23.   7.   7.   9.   0.   7.   7.   0. 
  1.   1.   5.   5.   0.    0.   4.   4.   2.   4.  18.   2.  26.   0.   0.   2. 
  0.   0.   6.   6.   3.    3.   3.   3.   3.   0.  26.   3.  15.   0.   0.  12. 
  6.   6.   1.   1.   3.    3.  10.  10.  29.   0.   0.   8.   8.   0.  10.   8. 
  0.   0.   6.   6.   0.    0.   6.   6.   0.  15.  12.   0.   7.   3.   3.   4. 
  0.   0.  13.  13.  16.   16.   3.   3.  15.   0.   0.  15.  20.   0.  26.  15. 
 10.  10.   0.   0.   9.    9.   8.   9.  12.   0.   0.   8.   8.   0.   0.  11. 
  0.   0.   0.   0.   0.    0.   0.   0.  18.   0.   0.  22.  12.  22.  10.  12. 
  0.   0.   5.   5.   0.    0.   5.   5.  37.  11.  33.   0.   0.  17.  11.  23. 
  0.   0.  15.  15.  10.   10.   9.   9.   2.   0.   0.   2.   2.  23.  14.   2. 
 11.  11.  14.  14.   0.    0.   3.   3.   8.   6.   5.   8.  11.   0.   0.   8. 
  0.   0.   4.   4.   6.    7.   2.   3.   2.   0.   0.   2.   3.   0.   0.  11. 
 11.  11.   0.   0.   9.    9.   8.   8.  12.  10.   0.  12.  12.   0.   0.  16. 
 13.  14.   6.   6.   7.    8.   0.   0.  16.   6.   6.  17.   0.  10.   6.   0. 
  6.   6.  19.  20.  25.   26.   0.   0.   0.   6.  13.   0.   1.   6.   6.  10. 
  7.   7.  12.  12.   0.    0.   5.   5.  12.   0.   0.  13.   7.  16.   0.   7. 
 11.  11.   5.   5.   0.    1.   5.   6.   0.   8.  12.   0.   0.   6.   6.   0. 
