  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
  1.   1.   7.   8.   3.    3.   3.   3.   0.   0.   0.   0.   5.   0.   0.   0. 
  2.   2.   7.   7.  10.   11.   2.   2.   4.   0.   0.   4.   4.   8.  17.   4. 
  4.   5.   0.   1.   4.    4.   0.   0.   1.   4.   8.   0.   0.  18.   4.   0. 
  4.   4.  10.  10.   0.    0.   6.   6.   4.  12.   3.   4.  15.   0.   0.   4. 
  3.   3.   1.   1.   2.    2.   0.   0.   4.  20.   7.   4.  12.   0.   0.   4. 
  1.   1.  20.  21.  10.   10.   9.   9.   0.   6.   6.  19.  15.   6.   6.   0. 
  0.   0.   2.   2.   0.    0.   2.   2.   3.   2.   0.  10.   7.   0.   7.   3. 
  1.   1.   5.   5.  14.   14.  19.  20.  13.   6.   6.   0.   0.   6.   6.   9. 
  0.   0.   0.   1.   0.    0.   0.   0.   0.   0.   4.   0.   0.   6.   0.   0. 
  0.   0.   3.   3.   3.    4.   6.   7.   9.   0.   0.   7.   7.   1.   0.  20. 
  4.   4.   1.   1.   0.    0.   3.   3.   8.   5.   3.   8.   8.   0.   0.   8. 
  0.   0.   5.   6.   1.    2.   5.   5.   0.   0.   0.   0.  10.   0.   0.   5. 
  8.   8.  13.  13.   2.    2.   3.   3.   0.   2.   2.  22.   0.   4.   2.   0. 
  0.   0.   0.   1.   0.    0.   0.   1.  12.   7.  19.   0.   0.  16.   7.   7. 
  5.   6.   0.   0.   3.    3.   3.   4.   6.   0.   0.   4.   4.   0.   0.  24. 
  0.   0.   7.   7.   6.    6.   1.   1.   5.   0.  22.   5.   5.   2.   0.   7. 
  0.   0.   6.   6.   4.    4.   2.   2.   0.   4.   4.  10.  16.   4.  13.   0. 
  0.   0.   0.   0.   0.    0.   0.   0.   2.   4.   8.   2.   5.   0.   0.   5. 
  8.   8.   0.   0.   6.    6.   2.   2.   7.   6.  12.   0.   0.   6.   6.  16. 
  0.   0.   8.   8.   3.    3.  11.  11.   4.   7.   0.   4.   8.   0.   3.   4. 
  0.   0.   4.   4.   0.    0.   4.   4.  10.   6.   6.   8.   0.  11.  12.   0. 
  1.   2.   2.   3.   4.    4.   0.   0.   0.   5.  12.   0.   0.   8.   5.   5. 
  0.   0.   2.   2.   0.    0.   2.   2.   2.  10.   3.   2.   3.   0.   0.   2. 
  2.   2.   0.   0.   0.    0.   2.   2.   1.  14.   6.   1.   1.   0.   0.   3. 
  0.   0.   0.   1.   0.    0.   0.   1.   8.   8.   8.  17.   0.   8.  12.   0. 
  0.   0.   6.   6.   0.    0.   6.   6.   4.   2.   2.   0.   0.  19.   6.   0. 
  1.   1.   1.   1.   2.    2.   0.   0.   0.   2.   7.   0.   0.   6.   2.   8. 
  9.   9.  14.  15.   2.    2.   3.   3.   0.   2.  16.   0.   0.   4.   2.   0. 
  1.   1.   1.   1.   0.    0.   2.   2.   4.   4.  14.   0.   0.   4.   4.   6. 
  4.   4.   9.   9.   0.    0.  13.  13.   6.  10.  20.   0.   0.  10.  10.  20. 
  6.   7.   8.   8.   2.    3.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0. 
  0.   0.  12.  12.   8.    9.   7.   7.   2.   0.   0.   2.   6.   0.   0.   4. 
  1.   1.   7.   7.   0.    0.   8.   8.   4.   2.   2.  12.   0.   2.   3.   0. 
  5.   6.   2.   2.   3.    4.   0.   0.  20.   2.   2.   5.   0.   8.   2.   0. 
  0.   0.   0.   1.   0.    0.   0.   1.   5.   0.   2.   5.   5.  17.   0.  26. 
  3.   3.   3.   3.   3.    3.   9.   9.  23.   4.   4.   0.   0.   4.   4.   1. 
  0.   0.   5.   5.   0.    0.   5.   5.   8.   0.  20.   8.  11.   0.   0.   8. 
  3.   3.   0.   0.   1.    1.   2.   2.   4.   7.   7.   4.   0.   7.  14.   0. 
  0.   1.   5.   5.   7.    7.   1.   2.   6.   0.   0.   6.   6.   4.   0.  10. 
  0.   1.   0.   0.   9.   10.   9.   9.   6.   2.   0.   6.   8.   0.  16.   6. 
  3.   3.   3.   4.   0.    0.   0.   1.   0.   2.  10.   0.   4.   2.   2.   0. 
  6.   6.   4.   5.   1.    2.   0.   0.   0.  27.   9.  11.   0.   9.   9.   0. 
  0.   0.   0.   0.   2.    2.   2.   2.   6.   2.   0.   6.   7.   0.   3.   6. 
  0.   0.   6.   7.   8.    9.   2.   2.   0.   0.   0.   0.   0.   4.   2.   0. 
  2.   2.   2.   2.   2.    2.   6.   7.   6.   4.   4.   0.   0.   4.   4.   8. 
  0.   0.   8.   8.   2.    3.   9.   9.   2.   0.   0.   2.   2.  18.   0.   5. 
  7.   7.   6.   6.   1.    1.   0.   0.  12.   1.   1.  12.   0.  10.   1.   0. 
  7.   7.   4.   4.  13.   14.   2.   3.   0.   2.   2.   0.  11.   2.   2.   2. 
  7.   7.   6.   6.   7.    7.   0.   0.   0.   0.  10.   0.   6.   0.   0.   0. 
 10.  11.   5.   5.   2.    2.   3.   4.  20.   0.   9.   4.   4.   0.   0.   4. 
 11.  12.   7.   7.   5.    6.   0.   0.   2.   0.   0.   4.   9.   0.   0.   2. 
  5.   5.   1.   1.   2.    2.   7.   8.   6.   4.   0.   6.   6.   0.   0.   6. 
  8.   9.   0.   0.   3.    3.   5.   6.   0.   2.   0.   5.   0.   0.   0.   0. 
  2.   2.   0.   0.  15.   16.  13.  14.  16.   2.   2.   0.   0.   6.  18.   0. 
  2.   2.   2.   2.   0.    0.   0.   0.   7.  14.   0.  16.  11.   0.   0.   7. 
  8.   9.   2.   3.  11.   11.   0.   0.   8.   0.   7.   8.   8.  21.   0.  19. 
  0.   0.   7.   8.   1.    2.   9.   9.   4.   3.   0.   4.  12.   0.   2.   4. 
  0.   0.   2.   3.   2.    3.   2.   2.  11.   0.   0.  11.  11.   1.   9.  11. 
  6.   7.   2.   3.   0.    0.   9.   9.  19.   4.  16.   0.   0.   4.   4.   9. 
 15.  16.   9.   9.   0.    0.   6.   7.  10.  10.   0.  16.  10.   0.   0.  10. 
  2.   2.   5.   5.   7.    7.   0.   0.   0.   1.  23.   0.   8.   1.   1.   2. 
 12.  12.   2.   2.   6.    7.   3.   4.   2.   0.   0.   6.   2.   0.   0.   2. 
  0.   0.   9.  10.   8.    8.   4.   5.   1.   0.   0.   1.   1.   4.  20.   1. 
  7.   7.  13.  13.  27.   27.   7.   7.   0.   0.   0.   0.  21.   0.   0.   1. 
  3.   3.   0.   0.   3.    4.   4.   5.   0.   8.   4.   0.   0.   4.   4.   0. 
  1.   1.   4.   4.   0.    0.   3.   3.   4.   0.  22.   4.  10.   0.   0.   4. 
  1.   1.  14.  14.   7.    7.   6.   6.   3.   0.   4.   3.   3.   7.   0.   3. 
  2.   2.   0.   0.   2.    2.   0.   0.   0.   6.   7.   0.  11.   5.   5.   6. 
  4.   5.   5.   5.   0.    0.   7.   8.   0.  12.   6.   6.   0.   6.   6.   0. 
  5.   5.   9.   9.   8.    8.  22.  22.   7.   0.   0.   1.   1.   0.   0.   4. 
  7.   7.   8.   8.   3.    3.  17.  18.  11.   0.   0.   1.   1.   0.   7.   1. 
  0.   1.   4.   5.   5.    5.   0.   0.  12.   0.   9.  12.  12.   2.   0.  16. 
  8.   9.   0.   0.  13.   14.  13.  13.  20.   0.   0.   3.   3.   0.   2.   3. 
  0.   0.   8.   8.   0.    0.   8.   8.  24.   0.   0.   4.   0.   5.   2.   0. 
 10.  10.   4.   4.   4.    5.  18.  19.  16.   0.   0.   2.   2.   0.   0.  10. 
 15.  15.  13.  13.   2.    2.   0.   0.   6.   0.   0.   3.   1.   2.   0.   1. 
  0.   0.   2.   3.   0.    0.   2.   3.   0.   2.   8.   0.   0.   6.   2.   6. 
  0.   0.   0.   0.   0.    0.   0.   0.   8.  11.  15.   8.   8.   0.   0.   8. 
  8.   8.   4.   4.   4.    4.   0.   0.  14.   0.   4.   6.   6.  12.   0.   6. 
  6.   6.   0.   0.   6.    6.   1.   2.  20.   2.   2.   0.   0.   2.  12.   0. 
  3.   3.   0.   0.   3.    3.   0.   0.  19.   0.   3.   1.   1.   5.   0.   4. 
  0.   0.  11.  11.   4.    4.   7.   7.   5.   0.  17.   5.   5.   7.   0.  11. 
  6.   6.   3.   3.   2.    2.  11.  11.  11.   8.   8.   0.   0.   8.   8.  14. 
  9.   9.   6.   6.   4.    4.  19.  19.   6.   6.   0.   6.   6.   0.  10.   6. 
  4.   4.   4.   4.   0.    0.   8.   8.   0.   4.   4.   0.   0.   2.   2.   1. 
  0.   0.   0.   0.   0.    0.   0.   0.   0.  11.   4.   8.  10.   4.  10.   0. 
  0.   0.   1.   1.   0.    0.   1.   1.  13.   0.   8.   6.   6.  10.   0.  12. 
  0.   1.   7.   7.   2.    2.   4.   5.   0.   0.   0.  15.   0.   5.   0.   0. 
 14.  14.   1.   1.   8.    8.   5.   5.   1.   0.   0.   2.   1.   0.   0.   1. 
