  Ax   Bx   By   Cy   Cx   Dx   Dy   Ay   AQ   AL   BQ   BL   CQ   CL   DQ   DL
 14.  14.   0.   0.   5.    5.   9.  10.   0.  12.   2.   0.   0.   2.   8.   0. 
 16.  16.   0.   0.  15.   15.   1.   1.   2.   7.   4.   2.   2.   0.   0.  11. 
  6.   7.   1.   1.   1.    1.   4.   5.   8.   2.  13.   8.   8.   0.   0.   8. 
  3.   3.   4.   4.   0.    0.   1.   1.   0.   3.   2.   8.  16.   2.   2.   0. 
 13.  13.   0.   0.   6.    7.  14.  15.   0.   2.   2.   0.   0.   2.   2.  12. 
  2.   2.   1.   2.   0.    0.   3.   4.  11.  18.  22.  11.  11.   0.   0.  22. 
  0.   0.   8.   9.   9.    9.   0.   1.   0.  15.  15.   0.   6.  15.  15.  10. 
 10.  10.   5.   5.   0.    0.   5.   5.   6.  20.  23.   6.   6.   0.   0.   6. 
  0.   0.  13.  14.   2.    2.  11.  12.   2.   0.   1.   2.   2.   3.   0.   9. 
  0.   0.   0.   1.   0.    0.   0.   1.  10.  11.  12.  10.  20.   0.   0.  12. 
  5.   5.   0.   0.   3.    3.   2.   2.   0.   0.   0.   0.   0.   0.   0.   7. 
  0.   0.   0.   0.   0.    0.   0.   0.   3.   1.   1.  13.   0.   5.   5.   0. 
  1.   1.  13.  13.   0.    0.  14.  14.   0.  11.   5.  26.   0.   5.   7.   0. 
  4.   4.  12.  12.  20.   21.   5.   5.   4.   0.   0.   4.   4.  10.   0.  14. 
 12.  12.   8.   8.   4.    4.   0.   0.  10.   9.   9.  13.   0.  33.   9.   0. 
  0.   0.   4.   5.   3.    3.   7.   8.  18.   0.   0.  10.  10.   5.  33.  10. 
 14.  15.   5.   5.   5.    5.   5.   5.   0.   8.   4.  22.   0.   4.   4.   0. 
  0.   0.   3.   3.   0.    0.   3.   3.   6.  20.  22.   6.  22.   0.   0.  14. 
  3.   3.   7.   8.   3.    3.   1.   2.   0.   2.   2.   8.   0.  12.   2.   0. 
  0.   0.   2.   2.   3.    4.   4.   5.   0.   2.   2.   0.   2.   2.   2.  14. 
  0.   0.   6.   6.   1.    1.   7.   7.   0.  10.   7.   0.   2.   7.   7.  10. 
  4.   5.   7.   7.   0.    0.   2.   3.   5.   0.   3.   2.   2.  19.   0.   2. 
 11.  12.   0.   0.  11.   12.   0.   0.   0.  12.   2.  11.   4.   2.   4.   0. 
  1.   1.   5.   5.   1.    2.   7.   8.  16.   0.   0.   4.   4.   0.  10.   4. 
  2.   3.   1.   2.   7.    8.   3.   4.  14.   0.   0.  14.  14.   9.   0.  19. 
 11.  11.   3.   3.   4.    4.  17.  18.   7.   6.   6.   0.   0.   6.  10.   0. 
  5.   5.   9.   9.   0.    0.   8.   8.   0.  10.   2.   3.   0.   2.   2.   0. 
  6.   6.   8.   8.  20.   20.   6.   6.   0.   9.   9.   0.  12.   9.  18.   0. 
  3.   3.   4.   4.   7.    7.   0.   0.   0.   6.  10.   0.   0.  22.   6.   7. 
  3.   3.   8.   9.   8.    9.   0.   0.   0.   8.   8.  19.   7.   8.   8.   0. 
  6.   6.   2.   2.  11.   12.   4.   4.   0.   1.   1.   0.  18.   1.   1.   5. 
 12.  13.   0.   0.  15.   15.  12.  13.   0.  20.   7.   0.   0.   7.   7.   6. 
  2.   2.   8.   9.  28.   28.  17.  18.  10.   0.   0.  10.  10.   8.   8.  10. 
  3.   3.   8.   9.   7.    7.   0.   0.   5.   0.  19.   5.   5.   6.   0.   5. 
  4.   4.   0.   0.   6.    6.   3.   3.   9.   0.   0.   0.   0.   0.   0.  19. 
  0.   0.   6.   6.  10.   10.  10.  10.   0.   7.   7.   0.  14.   7.   7.   8. 
 10.  10.  16.  16.   0.    0.   6.   6.  25.   0.   6.   4.   4.  16.   0.   4. 
  0.   0.   1.   1.   0.    0.   1.   1.  22.   4.  26.   0.   0.   6.   4.   4. 
  0.   0.   3.   4.   0.    0.   3.   4.  10.   2.   0.  20.  14.   0.   3.  10. 
  0.   1.   0.   0.   3.    4.   3.   3.   3.   2.   2.   0.   0.  10.   4.   0. 
  7.   7.   3.   4.   5.    5.   0.   0.   4.   0.   0.   6.   4.   7.   0.   4. 
  3.   3.  12.  12.   0.    0.  15.  15.   6.   8.   3.   6.   6.   0.   0.   8. 
 22.  22.   9.   9.  13.   13.   0.   0.  12.   6.  17.   0.   0.  16.   6.   0. 
 13.  14.   3.   4.  10.   10.   0.   0.  11.  23.   0.  12.  12.   0.   0.  11. 
  9.   9.   4.   5.   0.    0.  13.  14.  10.   2.   5.  10.  10.   0.   0.  11. 
 13.  14.   0.   0.   5.    5.  17.  18.  10.   0.   0.   6.   6.   0.   0.  14. 
  7.   7.   2.   2.   1.    1.   4.   4.   5.  16.   0.  18.   5.   0.   0.   5. 
  3.   3.   0.   0.   3.    3.   0.   0.   8.   0.   6.   2.   2.  20.   0.  17. 
 29.  29.   3.   3.   8.    8.  18.  18.  11.   0.   4.  11.  11.   0.   0.  11. 
 12.  12.  11.  11.   1.    1.   0.   0.   4.   2.   7.   4.   5.   0.   0.   4. 
  0.   0.   3.   3.   0.    0.   3.   3.   0.  14.  12.  37.   3.  12.  12.   0. 
  1.   1.   4.   4.   0.    0.   5.   5.   4.   0.   0.   0.   0.   0.  20.   0. 
  0.   0.   2.   2.   4.    4.   6.   6.   0.  11.  11.   0.   0.  25.  11.  13. 
  0.   0.  12.  13.  10.   10.   2.   3.   0.   8.   8.   4.  25.   8.  18.   0. 
  0.   0.  10.  10.   3.    3.  13.  13.  11.   0.   0.   5.   5.  20.  23.   5. 
  6.   6.  12.  13.   0.    0.   6.   7.   8.  28.   0.   8.  10.   0.   0.   8. 
  0.   0.  12.  13.   3.    3.   9.  10.   0.   6.   6.   2.   7.   6.   6.   0. 
  4.   4.  14.  14.   0.    0.  10.  10.   5.  30.   0.   9.   8.   0.   0.   5. 
  2.   2.   6.   7.   0.    0.   4.   5.  12.   0.   0.  18.   4.   5.   0.   4. 
  3.   3.   0.   0.   7.    7.   5.   6.   4.   7.   0.   4.   4.   0.   1.   4. 
 17.  17.   0.   0.   8.    8.   9.   9.   4.  14.  11.   4.   4.   0.   0.   8. 
  0.   0.  10.  10.   0.    0.  10.  10.  12.   0.   0.  24.   1.   0.   9.   1. 
  0.   0.   4.   4.   8.    8.  12.  12.   0.   6.   4.   0.  27.   4.   4.   3. 
 13.  13.   0.   0.   5.    6.   7.   8.   6.   1.   2.   0.   0.   1.   1.   3. 
  8.   8.   0.   0.   3.    3.   5.   5.   5.   3.   8.   5.   5.   0.   0.  20. 
 14.  14.   0.   1.   0.    0.  14.  15.   0.   8.   4.   9.   0.   4.  20.   0. 
  2.   2.   1.   2.  15.   16.  12.  12.   0.   6.   6.   0.   0.   9.   6.  14. 
  0.   0.  13.  14.   6.    6.   7.   8.   6.   0.   4.   6.   6.   4.   0.  26. 
  4.   4.  10.  10.   0.    0.   6.   6.  12.   2.  23.   0.   0.  18.   2.   0. 
  0.   0.   2.   2.   8.    9.   7.   7.   3.   0.   0.   3.  15.   0.   0.  14. 
  0.   0.   6.   7.  16.   16.  11.  12.   0.   0.   0.   0.  12.   0.  16.   0. 
  5.   6.   0.   0.   2.    2.   3.   3.   8.   2.   2.   0.   0.   2.   2.   0. 
 16.  16.   0.   0.   3.    3.  13.  13.   0.  15.  10.   0.   0.   8.   8.  10. 
  5.   5.   8.   8.   0.    0.  11.  11.  10.   1.  15.  10.  10.   0.   0.  10. 
  7.   8.   7.   7.   5.    6.   0.   0.   2.   0.  31.   2.   4.   0.   0.   2. 
  0.   0.   7.   7.  13.   13.  20.  20.   0.   7.   1.   0.   0.   1.   1.   2. 
  0.   0.   2.   2.   0.    0.   2.   2.  14.  14.  21.   0.   0.  19.  14.  16. 
  2.   3.   0.   0.   6.    6.   3.   4.   0.  18.  12.   0.  27.  12.  16.   0. 
 14.  14.   8.   8.   6.    6.   0.   0.   4.  13.  13.   7.   0.  14.  13.   0. 
  5.   6.   7.   8.   0.    0.   2.   2.   0.   8.   2.   0.   6.   2.   2.   0. 
  0.   0.   2.   3.   0.    0.   2.   3.   8.  12.  19.   8.   8.   0.   0.  12. 
  0.   0.   5.   5.   0.    0.   5.   5.  12.   0.   1.   1.   1.   4.   0.  20. 
 12.  12.   0.   0.   6.    6.   6.   6.   9.   9.  14.   0.   0.   9.   9.  14. 
  3.   4.   0.   0.   3.    4.   0.   0.   0.  19.  29.   0.   1.  10.  10.  26. 
  8.   9.   5.   6.   0.    0.  14.  14.  10.   7.  15.  10.  10.   0.   0.  22. 
  7.   7.   0.   0.   9.   10.   2.   3.   3.  12.  12.   0.   0.  20.  18.   0. 
 12.  13.   3.   3.  15.   16.   0.   0.   2.   0.  25.   2.   2.   9.   0.  10. 
  7.   8.   0.   1.   2.    2.   5.   5.   8.   0.   0.   6.   0.   0.   0.   0. 
 11.  11.   1.   1.   6.    7.  18.  19.   7.  11.   0.   7.   7.   0.   0.  14. 
  3.   3.   0.   0.   5.    5.   2.   2.  11.   6.   0.  11.  23.   0.   2.  11. 
  3.   3.  13.  13.  11.   11.   0.   0.   0.   2.   2.   7.   0.  20.   2.   0. 
  0.   0.   9.  10.   6.    6.   3.   4.   0.  10.  18.   0.   4.  10.  10.  22. 
 26.  26.  17.  17.   3.    3.   6.   6.   6.   1.   6.   6.   6.   0.   0.   6. 
 17.  17.   7.   7.   3.    3.   7.   7.   1.  15.   0.  13.   1.   0.   0.   1. 
  5.   5.   4.   4.   9.    9.   0.   0.   0.   8.   8.   9.   0.  13.  11.   0. 
  0.   0.  17.  17.  11.   11.  10.  10.   0.   6.   6.   0.   3.   6.   6.   6. 
  8.   8.   0.   0.  19.   19.  11.  11.   1.   4.   4.   0.   0.  10.   4.  21. 
  0.   0.  11.  11.   1.    1.  10.  10.  10.   0.   0.  17.  10.  16.   4.  10. 
  0.   0.  12.  12.   1.    1.  11.  11.   4.   0.   0.  23.   6.   0.  26.   4. 
  0.   0.   6.   6.   6.    6.  12.  12.   0.   2.   2.   0.  25.   2.   7.   0. 
 11.  11.   4.   5.  19.   20.   4.   4.   4.   0.   0.   4.   4.  19.   0.   8. 
  6.   7.   7.   7.   0.    0.  13.  14.  15.   2.  10.   0.   0.   2.   2.  12. 
 12.  13.   0.   0.   5.    5.   7.   8.   0.  12.  14.   0.   0.   9.   9.  21. 
 18.  18.   5.   5.  11.   12.   1.   2.  24.   0.   3.   2.   2.   0.   0.   2. 
  0.   0.   7.   7.   7.    7.   0.   0.   0.   7.  10.   0.   9.   7.   7.  14. 
 14.  15.   4.   4.   5.    5.   6.   6.   0.  11.   7.   0.   0.   6.   6.   0. 
  0.   0.  10.  11.   7.    8.   3.   3.   0.   2.   2.   3.   1.   2.  10.   0. 
  8.   8.   0.   0.   2.    2.   6.   6.   7.   8.   0.  10.   7.   0.   2.   7. 
  2.   3.  10.  11.  12.   12.   0.   0.   0.   4.  22.   0.   7.   4.   4.   0. 
 11.  11.   0.   0.   3.    3.   8.   8.  16.  10.  13.   0.   0.  10.  10.  10. 
  1.   1.  10.  11.   0.    0.   9.  10.   0.   8.  16.   0.   7.   6.   6.   0. 
 11.  11.   0.   0.  10.   10.   8.   9.  14.   0.   0.   8.   8.   0.  11.   8. 
  0.   0.  10.  10.   7.    7.   3.   3.   4.   0.   0.  24.   4.   1.   2.   4. 
  0.   0.   8.   8.   5.    5.  13.  13.   0.  14.   9.   0.  12.   9.  11.   0. 
  6.   6.  12.  13.   3.    3.   3.   4.  13.   0.  12.  13.  13.   2.   0.  13. 
  6.   6.   0.   0.   6.    6.   0.   0.   0.  14.   9.  42.   5.   9.  12.   0. 
  5.   6.   3.   3.  11.   12.   3.   3.   0.   3.   3.   0.   0.   4.  12.   0. 
  0.   0.   8.   8.   0.    0.   8.   8.  28.  10.  10.   8.   0.  16.  27.   0. 
  6.   6.  19.  19.  11.   11.   2.   2.   7.   0.   9.   7.   7.   4.   0.   7. 
  2.   2.   5.   5.   0.    0.   7.   7.   8.   0.   0.  17.   1.   0.   8.   1. 
  6.   6.   0.   0.   3.    3.   3.   3.  14.   2.  10.   0.   0.   2.   2.  17. 
  2.   2.   0.   0.   2.    2.   0.   0.  10.   0.   0.  12.   8.  12.  29.   8. 
 14.  15.   3.   4.  21.   21.   3.   3.   6.   0.   0.   6.   6.   9.   0.  18. 
  0.   0.  15.  15.   4.    5.  16.  16.   4.   0.   0.   4.   4.   3.   0.   6. 
  2.   2.   8.   8.  11.   12.   1.   2.   8.   0.   0.   8.   8.  15.   0.   9. 
  0.   0.  10.  10.   0.    0.  10.  10.  11.   5.   5.  28.   0.  17.  25.   0. 
  2.   2.   4.   4.   6.    6.   0.   0.   0.   2.   5.   0.   0.  12.   2.   8. 
  0.   0.   7.   8.   1.    2.   6.   6.   9.   0.  17.   9.   9.  23.   0.  12. 
  9.   9.   5.   5.   4.    4.   0.   0.   6.   8.  11.   6.  18.   0.   0.   6. 
  0.   0.   4.   4.  10.   10.   6.   6.   6.   0.   0.   6.   6.   0.   0.   8. 
  3.   3.   9.   9.  14.   15.   2.   2.   1.   0.   0.   1.  14.   0.   6.   1. 
  2.   2.   0.   0.   2.    2.   0.   0.   4.   8.   4.   4.  10.   0.   0.  14. 
  3.   4.   0.   0.   3.    4.   0.   0.   0.   9.   6.   0.  23.   3.   3.   8. 
  2.   2.   0.   0.   2.    2.   2.   2.   0.  12.   8.   0.   0.   8.   8.  14. 
  0.   0.  24.  24.  17.   18.  14.  15.   4.   0.   0.   4.   4.   4.   5.   4. 
 12.  12.   6.   7.   5.    6.   0.   0.  14.   9.   1.  14.  16.   0.   0.  14. 
  6.   7.   9.   9.   0.    0.   5.   5.   0.  20.  10.   3.   0.  10.  10.   0. 
  6.   7.   0.   0.   0.    0.   6.   7.   5.   8.  16.   0.   0.   8.   8.   4. 
  3.   3.   5.   5.   0.    0.   2.   2.   0.   6.  11.   0.  10.   4.   4.   0. 
 10.  11.   0.   0.   3.    4.   7.   7.   0.  19.   5.   0.   0.   4.   4.  16. 
  3.   4.   1.   1.   0.    0.   3.   3.   1.   5.   3.   1.   1.   0.   0.   1. 
 15.  15.   0.   0.   3.    3.  12.  12.   7.   1.  13.   0.   0.   1.   1.  22. 
 11.  11.   0.   0.   5.    5.   6.   6.   7.   1.   0.  17.   7.   0.  18.   7. 
  0.   0.   0.   0.   0.    0.   0.   0.   7.   4.   0.   7.  11.   0.   3.   7. 
  0.   1.   6.   7.   0.    0.   7.   7.   0.  12.  14.   0.   0.   6.   6.   4. 
 10.  10.   2.   2.   1.    1.   7.   7.   6.  19.   7.   6.   6.   0.   0.   6. 
  0.   0.   6.   6.   1.    1.   7.   7.   3.   8.   0.   3.  19.   0.  16.   3. 
  9.   9.   6.   6.   3.    3.  18.  19.   0.  11.  11.   0.   0.  11.  11.   8. 
  5.   5.   5.   5.  10.   10.   0.   0.   0.   8.   8.  16.   0.  12.  21.   0. 
  2.   2.   3.   3.   5.    5.   0.   0.   0.  15.  15.   2.   2.  15.  24.   0. 
  7.   7.   0.   0.   3.    3.   4.   5.  17.   0.   0.   2.   2.   0.  19.   2. 
  7.   7.   0.   0.   7.    7.   0.   0.   2.  22.   0.  14.  16.   0.  12.   2. 
  9.  10.  11.  11.   5.    6.   0.   0.   6.   0.  24.   6.  16.   0.   0.   6. 
  0.   0.  11.  11.   1.    1.  10.  10.  14.   0.   4.  14.  21.   0.   0.  19. 
 11.  11.  12.  12.  10.   10.   0.   0.   0.   6.   8.   0.   0.  12.   6.   0. 
  2.   3.   3.   4.   4.    4.   0.   0.   0.  10.  10.   6.   0.  24.  10.   0. 
  1.   1.   2.   2.   0.    0.   3.   3.   9.   2.   2.  12.   0.   2.  13.   0. 
  0.   0.  12.  12.   7.    7.   7.   7.   1.   0.   0.   1.   1.   2.   8.   1. 
  6.   6.   6.   7.  10.   11.   0.   0.   8.   0.   9.   8.  17.   0.   0.   8. 
  0.   0.  13.  13.  10.   10.   3.   3.  10.   0.  30.  10.  10.   8.   0.  14. 
  0.   0.  14.  14.   1.    2.  12.  13.   0.   9.   9.   9.  10.   9.   9.   0. 
  2.   2.   1.   1.   1.    1.   0.   0.   8.   2.   2.  14.   0.   6.   2.   0. 
  0.   0.  23.  23.  18.   18.   5.   5.   7.   0.   0.   7.  18.   0.   0.  14. 
  4.   5.  18.  18.   0.    0.  13.  14.   8.   0.   0.  16.   2.   4.   0.   2. 
  0.   0.   9.  10.   7.    8.   3.   3.   0.  14.  14.   0.   4.  14.  24.   0. 
  0.   0.   5.   5.   4.    4.   1.   1.   0.   4.   4.  17.   0.   8.  10.   0. 
  9.   9.  14.  15.  11.   11.   0.   0.   0.  11.  11.   2.  12.  11.  11.   0. 
  8.   8.   3.   3.   2.    2.  13.  14.   9.   7.   7.   0.   0.   7.  15.   0. 
  6.   6.   0.   0.   6.    6.   0.   0.   0.   9.  20.   0.   0.  15.   9.  12. 
  3.   3.   0.   0.  15.   15.  12.  12.   0.  14.   0.   0.   5.   0.   0.   0. 
 19.  20.   5.   5.   3.    3.  11.  11.   9.   2.   6.   0.   0.   2.   2.   0. 
  0.   0.  11.  11.  19.   20.  13.  14.   6.   0.   0.   6.   6.  11.   0.  22. 
  3.   3.   5.   6.   0.    0.   8.   9.   3.  11.   0.  12.   3.   0.   2.   3. 
 13.  13.  16.  16.   0.    0.   3.   3.   0.  16.  10.  26.  14.  10.  10.   0. 
  0.   0.  12.  12.   6.    6.   6.   6.   1.   0.   0.   8.  18.   0.  10.   1. 
  0.   0.   2.   2.   0.    0.   2.   2.  10.   0.   0.   8.   8.  10.   0.  12. 
  4.   5.  19.  19.   6.    6.   8.   9.   2.   0.   0.  12.   2.  19.   0.   2. 
 11.  12.  17.  17.   0.    0.  12.  13.   6.  14.  14.   7.   0.  14.  14.   0. 
  7.   8.   0.   1.   3.    4.   3.   4.   5.   2.   2.   3.   0.   2.   2.   0. 
  4.   4.   0.   0.   4.    4.   0.   0.  26.   4.  12.   0.   0.  10.   4.   4. 
 11.  11.   0.   0.  11.   11.   0.   0.  18.  13.  26.   0.   0.  20.  13.   2. 
  1.   1.   2.   3.   0.    0.   1.   2.   2.  31.   0.   8.  16.   0.   0.   2. 
  7.   8.  14.  14.   0.    0.  11.  12.   8.  30.  21.   8.   8.   0.   0.   8. 
  3.   3.   3.   3.   0.    0.   0.   0.   0.  25.  12.   0.  10.   8.   8.   0. 
  2.   2.   8.   8.   2.    2.   4.   4.   3.   0.   0.   9.   3.  32.   0.   3. 
